aid,bvid,page,mid,title,author,publish_date,duration_sec,play_count,danmaku_count,comment_count,favorite_count,coin_count,share_count,like_count,tags,category,url,copyright,play_estimated
114551475406502,BV1p6JHzPEsN,1,1565234,【对比】神牛小闪光灯合集，究竟哪款更适合你？iM20、iM22、iM30、iA32,Junior-Liu,2025-05-22 20:39:02,395,26164,105,109,125,96,38,256,"新手闪光灯,科技猎手2025·1.0计划,迷你闪光灯,Godox神牛,神牛机顶闪,科技猎手,摄影,机顶闪光灯,器材",数码,https://www.bilibili.com/video/BV1p6JHzPEsN,1,False
11898479,BV1Gx411z7Lh,1,52416105,一周傻缺集锦ΤΑ ΠΙΟ ΑΣΤΕΙΑ ΔΙΑΦΟΡΑ ΒΙΝΤΕΟ - ΘΑ ΚΛΑΙΤΕ ΑΠΟ ΤΑ ΓΕΛΙΑ - ( ΕΠΕΙΣΟΔΙΟ 527 ),Little霉霉,2017-07-05 09:33:43,853,24325,675,49,479,78,340,10,搞笑,搞笑,https://www.bilibili.com/video/BV1Gx411z7Lh,2,False
905146712,BV1GP4y1y7LH,1,316371297,顶尖应试教育《GT7》双车对比 新老IA10 纽北/AMG GTR 53.918世界第八,熊猫仔x,2023-01-12 20:13:40,260,21782,114,92,83,38,53,263,"GT7,纽北,教程攻略,驾校,驾照,赛车游戏,必剪创作",单机游戏,https://www.bilibili.com/video/BV1GP4y1y7LH,1,False
113985009489704,BV1twNBe9EVH,1,3546829669009659,谁家黑手党入侵IA,江南烟雨中_GOG,2025-02-11 19:27:54,11,21736,1,52,179,20,36,344,"物品避难所,被遗弃,IA",单机游戏,https://www.bilibili.com/video/BV1twNBe9EVH,1,False
487470679,BV17N411r7m1,1,280781936,"几款德国爱克山泰相机对比，EXAKTA Varex IIa,IIb,EXA Ia腰平取景器。",光线照相机,2023-06-17 18:05:04,65,21066,4,36,223,17,28,531,"爱克山泰,Exa,胶片相机,收藏,腰平取景器,德国相机,涨知识,摄影,器材,Exakta",数码,https://www.bilibili.com/video/BV17N411r7m1,1,False
1050356515,BV16H4y1Y7Zb,1,98717318,【星穹铁道/熟肉】妮露狸Sweetily看新春会超神二创《RAIL⇄⅃IAЯ》！！！,黯殇As_,2024-02-04 23:39:04,227,20186,12,12,50,4,3,543,"熟肉,新春会,崩坏：星穹铁道,二创,老外反应,Sweetily,手机游戏,崩坏星穹铁道,崩坏：星穹铁道创作者激励计划",手机游戏,https://www.bilibili.com/video/BV16H4y1Y7Zb,1,False
21269263,BV12W411M7MF,1,12596393,【转笔先生系列教学/教程】新手转笔教学转笔教程 第13期 手控福利向 013 IA N,Nope先生,2018-03-26 21:32:22,93,16883,19,21,334,127,40,363,"转笔,新手,013,ian,转笔先生,野生技术协会,nope,十三期,转笔教学",野生技能协会,https://www.bilibili.com/video/BV12W411M7MF,1,False
113335060139790,BV1PxCZYWEXL,1,25676078,「ab柴/日常」反应视频：ia第三集！,大难临头tbc,2024-10-20 08:00:00,1034,16637,10,6,218,18,2,173,"看爽了,ab柴,我就要看这个啊！,反应视频,怎么这么短呜呜呜呜呜呜再来个十分钟的呀呜,必剪创作,alanbecker",日常,https://www.bilibili.com/video/BV1PxCZYWEXL,1,False
287463760,BV18f4y1B7no,1,302661042,史上最丢人律者,王某人EX,2020-10-18 10:55:29,216,15929,10,49,500,17,8,612,"舞蹈,安娜,崩坏3,冰之律者,十月打卡挑战W3,IA_Conqueror,MMD,新人向",MMD·3D,https://www.bilibili.com/video/BV18f4y1B7no,1,False
115320576548548,BV19wxTzsEJc,1,1204679498,《火影忍者》木叶忍者 IA真人化 2,帕拉酱,2025-10-05 16:22:37,32,14098,104,10,175,8,3,332,"井野,猿飞阿斯玛,纲手,动画种草激励计划,火影忍者疾风传,火影忍者,天天",影视剪辑,https://www.bilibili.com/video/BV19wxTzsEJc,1,False
116674716043154,BV1GBVo6DEbk,1,3706943705188888,美的（Midea）奶酪小方46L单门冰箱复古易嵌冷藏一级能效中小型家用宿舍家居租房家电  BC-46MR价保618IA,招财萌兔叽,2026-06-01 19:59:09,16,0,0,1,0,0,0,0,"种草,好物,评测,经验",日常,https://www.bilibili.com/video/BV1GBVo6DEbk,1,False
116669565371106,BV1t7VQ6fEJ6,1,1229804935,杰夫杀手外传之谁有炸弹。(ia物品庇护所)(妙趣横生)(真的实录),想笑说实话,2026-05-31 22:09:27,50,102,7,3,0,0,1,7,"种植骑士,Roblox,第一视角",单机游戏,https://www.bilibili.com/video/BV1t7VQ6fEJ6,3,False
116650674228110,BV1taG96PE9D,1,1214525341,IA560W 阿尔法 安装使用视频,igrow爱果乐,2026-05-28 14:03:16,145,78,0,0,0,0,6,0,"安装视频,安装,教程",家居房产,https://www.bilibili.com/video/BV1taG96PE9D,3,False
116630256358544,BV1vHGH6DE6H,1,301141591,ia大学生之圆头耄耋不喝蓝色洁厕灵,敬老院里卖JK_,2026-05-24 23:30:34,11,678,0,1,0,0,1,13,"喵星人,神人哈吉米,圆头,橘猫,哈气,洁厕灵,蓝色",喵星人,https://www.bilibili.com/video/BV1vHGH6DE6H,1,False
116625072200351,BV1G6Gz6aE7Q,1,666013730,新版红姐受害者来了,臭提米,2026-05-24 01:36:15,135,2519,2,3,4,6,4,29,"游戏,itemasylum,roblox物品避难所,物品避难所,roblox,ia",日常,https://www.bilibili.com/video/BV1G6Gz6aE7Q,1,False
116615660180509,BV1C9LY6uEP5,1,396588958,这次星舰发射直播放出的这个地月星链系统与月球基地城IA渲染nice展示壮观视频,神宙大帝,2026-05-22 09:36:40,61,292,0,2,2,0,1,5,"月球基地,系统,天文,基地,太空,宇宙,星空",数码,https://www.bilibili.com/video/BV1C9LY6uEP5,1,False
116599486942068,BV1JQLM6eEQ6,1,1698926927,Ia重置殷红迷雾介绍(wa我出的是不是有点晚了,U1xkoakuma,2026-05-19 13:12:10,132,2601,4,24,18,3,20,43,"物品避难所,殷红迷雾,roblox,IA",手机游戏,https://www.bilibili.com/video/BV1JQLM6eEQ6,3,False
116575696849699,BV19q5h6EEjZ,1,3493113811175926,每天都有新发现让生活更精彩!嘀嘀ypt2ia゚゙゙゚゚゚゚゚゚゙゚゚゙゚゚゙゚゙゙゚゚゙゙゚゙゙゚゙゙゙゙゙゙゙゚゚゚゚゙゚,ぶトりヨあQおぷ,2026-05-15 08:13:34,130,514,0,0,0,0,12,29,"生活,游戏,FF14光战激励计划",影视剪辑,https://www.bilibili.com/video/BV19q5h6EEjZ,3,False
116573515814110,BV1y65R6eErD,1,4988764,【GT7】大师驾照IA3金牌,六花酱的勇太君,2026-05-14 23:02:09,75,149,0,0,0,0,0,6,"大师驾照,GT7,PS5,斯巴鲁,赛车游戏,魂",单机游戏,https://www.bilibili.com/video/BV1y65R6eErD,3,False
116551504102786,BV1g25H6HEXy,1,3706968990550612,IA7cJG2,夏4幕N,2026-05-11 01:42:54,11,868,0,0,0,0,0,3,绝区零UP主激励计划,日常,https://www.bilibili.com/video/BV1g25H6HEXy,3,False
116551017567899,BV1x55J6vEjG,1,11631589,【中法】应用IA Utiliser l&#x27;IA ｜AI从什么时候开始被应用？AI项目里的难点是什么？｜Intro de l&#x27;IA_SMC_E8,灰尘和山,2026-05-10 23:40:17,683,111,0,0,1,1,0,14,"深度学习,法语学习,项目,机器学习,数据,AI,人工智能,法语",计算机技术,https://www.bilibili.com/video/BV1x55J6vEjG,2,False
116525566593716,BV1C7RpBrEZT,1,2088732284,千问这波真的杀疯了，国产 AI 直接站起来了,AI打工仔_,2026-05-06 12:16:09,52,7936,0,1,8,6,1,48,"打车神器,千问,外卖神器,学习助手,智能助手,生活帮手,ia",日常,https://www.bilibili.com/video/BV1C7RpBrEZT,1,False
116515969963462,BV1dBReBdEcy,1,3493125469243674,以色列豪购F-35+F-15IA！中东空中霸权升级,军事观察猿,2026-05-04 19:06:56,34,140,0,0,0,0,0,3,"工业,中东局势,军事迷,F35,军事装备,军事,美国",科工机械,https://www.bilibili.com/video/BV1dBReBdEcy,3,False
116494109443076,BV1Ew9eBbEAu,1,3690991414414035,IA大作，不被骂就行,入类冰火awa,2026-04-30 22:24:19,14,118,0,0,0,0,0,6,"像素风,沙盒游戏,我的世界",单机游戏,https://www.bilibili.com/video/BV1Ew9eBbEAu,3,False
116491810772977,BV1B79hBSEDG,1,353897051,这就是镜流姐姐还没有深陷魔阴身时候吗，当初可就是为了镜流姐姐入坑的崩铁啊来欣赏两段镜流姐姐的舞剑,灬安心丶,2026-04-30 12:43:41,21,418,0,4,37,2,0,77,"崩坏：星穹铁道创作者激励计划,镜流,ia,舞剑",日常,https://www.bilibili.com/video/BV1B79hBSEDG,1,False
116465722201334,BV1L3oRBXEpV,1,180603669,合模线 拳击手 B.A.K.IA,胶佬芭蕉桑,2026-04-25 22:14:23,106,392,0,10,2,6,0,11,"合模线,零非智造,模型制作,超限零点,手办模玩怎么玩？,必剪创作,国产模型,拳击手",日常,https://www.bilibili.com/video/BV1L3oRBXEpV,1,False
116438727657114,BV1QDdyBHE1u,1,123036039,IA和Northlan相比 那我觉得还是我们Northlane牛批,lilnirnxctnal444,2026-04-21 03:42:47,101,355,0,4,2,4,2,28,小视频,日常,https://www.bilibili.com/video/BV1QDdyBHE1u,1,False
116436764858371,BV1PkdrBwEQn,1,3706931638176076,【小赖ia】UP主初体验，欢迎大家围观！,小赖ia,2026-04-20 19:21:01,32,153,0,13,2,2,0,10,"原神原神原神,放松",手机游戏,https://www.bilibili.com/video/BV1PkdrBwEQn,3,False
116414417474861,BV1hGdYBUECv,1,6502354,Circus Baby双马尾少女💖FNAF5姐妹店3D可爱MMD舞蹈动画（イエーオーアーオ）🎪Hal IA - Yeah Oh Ahhh Oh!💃,NoriNori77,2026-04-20 16:00:00,99,3190,33,33,702,31,6,668,"动画播客厅,FNAF,玩具熊的五夜后宫,美少女,同人,二次元,3D,MMD,舞蹈,动画",MMD·3D,https://www.bilibili.com/video/BV1hGdYBUECv,1,False
116386550514925,BV1GMD1BGEvQ,1,406033617,看来人类文明凶多鸡少了,海棠花Teto奇美拉,2026-04-11 22:36:03,15,207,0,2,0,0,0,5,"进来吃国宴,足立零,ooc致歉,重音teto,IA,抽象,杂音未来,初音未来",绘画,https://www.bilibili.com/video/BV1GMD1BGEvQ,3,False
116368783448074,BV1KbDLBjEBo,1,4638960,【求生之路2 / IA服】新武器展示：十字弩 | Crossbow,鳴海兎亜,2026-04-08 19:12:50,323,703,0,5,11,11,3,28,"求生之路,求生之路2,僵尸,武器展示,宣传片,FPS,演示,武器,MOD",单机游戏,https://www.bilibili.com/video/BV1KbDLBjEBo,1,False
116341252031093,BV1RT93BREab,1,398514793,【OrzAIc/2026愚人节】音效库全场免费！3.16.41版本新曲《MeMec HEARTCORE ~Funnycore Mix~》EZ难度初见全流程！,like滚天舞线,2026-04-03 22:37:08,173,1007,1,2,5,0,0,25,"星白AI生成,like滚天舞线,音效库限时免费！,录屏,IA,AI,音乐游戏,快乐,音游,Orzmic,菜鸡,冰",日常,https://www.bilibili.com/video/BV1RT93BREab,1,False
116340245399429,BV1of9MBpEi9,1,287986307,【凌乱iA】最新视频上线，求关注！,凌乱iA,2026-04-03 18:16:52,11,274,0,2,33,2,0,31,"碧蓝航线,碧蓝,能代,二次元",仿妆cos,https://www.bilibili.com/video/BV1of9MBpEi9,3,False
116295550897335,BV1B5XsBeEiw,1,394443539,iA研究的Ai不认识SCBOY 只知道CSBOY！,不打螺丝的卡洛斯,2026-03-26 20:51:41,72,2733,2,5,6,2,8,49,"黄旭东,整点电子榨菜,CSBOY,瞧尔萨斯,scboy,IA,孙一峰,星际争霸2",网络游戏,https://www.bilibili.com/video/BV1B5XsBeEiw,1,False
513450241,BV1T3411F7rh,1,16433397,米哈游《鹿鸣》首播肉感十足没穿模？有哪些有趣的IA互动？应该是AI语音+动作捕捉？mihoyo二次元虚拟主播来直播秀技术啦！,VR大香肠,2022-07-16 02:31:55,317,211012,535,673,497,171,287,7498,"杂谈,米哈游,鹿鸣直播啦,虚拟偶像,鹿鸣,vtuber,虚拟UP主,虚拟主播,大伟哥,AI",动画综合,https://www.bilibili.com/video/BV1T3411F7rh,1,False
785575611,BV1s14y1o7tC,1,457118937,“所以，我会更喜欢跟ia聊天”〔破防的故事•共鸣〕,a独酌之心,2023-07-04 22:10:00,85,130335,153,331,2952,212,206,19135,"共鸣,高能,伤感伤感伤感,聊天,现实,爱情,必剪创作,生活记录",日常,https://www.bilibili.com/video/BV1s14y1o7tC,1,False
739674731,BV1Bk4y1v7dF,1,52125313,这个IA瞬息宇宙挺好玩的，就是太难做了，花了两个都小时π_π,TURBO-rc,2023-04-09 09:16:28,11,71820,14,107,1595,328,98,10535,"AI瞬息宇宙,IA",计算机技术,https://www.bilibili.com/video/BV1Bk4y1v7dF,1,False
115823003965650,BV1JhvdBVEjH,1,66995070,教你唱IA大头针的（泪海），AI大头针的技术分析，它的唱功人类能否做到，手把手教你IA大头针的发声技术，来跟我一起练声吧,边缘混合发声1V1上课,2026-01-02 10:01:15,1008,50376,465,58,1616,92,60,14787,"声乐,声乐教学,唱歌技巧,唱歌教学,大头针",音乐教学,https://www.bilibili.com/video/BV1JhvdBVEjH,1,False
829277942,BV13u4y117Mc,1,354098648,【化学元素拟人/IA族碱金属】今天氢元素不在家,磷铈镧矿-monazite,2023-08-03 01:31:55,47,36895,72,114,639,147,105,2960,"铯,元素拟人,手书,今天妈妈不在家,钠,铷,锂,化学,钾,碱金属",同人·手书,https://www.bilibili.com/video/BV13u4y117Mc,1,False
615590581,BV1Xh4y177cY,1,12492852,【B站首发】首支乐队翻奏《崩坏：星穹铁道》野火 Wildfire （Cover by 空想性错视Par3id01ia）,普罗斐忒,2023-07-06 22:29:43,228,30167,14,21,126,58,23,1176,"星穹铁道整活大赏,野火,乐队,野火 Wildfire,崩坏,星穹铁道",音乐现场,https://www.bilibili.com/video/BV1Xh4y177cY,1,False
115842498958922,BV1jGi4BdEjc,1,102827559,Roblox音乐ID IA 三鸟 Too Many Trumpets,一颗圣树,2026-01-05 20:43:27,176,16627,2,23,421,41,55,193,"物品避难所,item asylum,音频代码,Roblox",网络游戏,https://www.bilibili.com/video/BV1jGi4BdEjc,1,False
341922600,BV1C94y1U7FJ,1,280781936,电视剧里美女记者用的胶片相机，1962年德国爱克发Agfa OPTIMA Ia，热血勇士,光线照相机,2022-05-28 19:58:33,65,16505,4,26,122,13,5,524,"胶片相机,agfa,涨知识,摄影,德国,爱克发",数码,https://www.bilibili.com/video/BV1C94y1U7FJ,1,False
701728088,BV1mm4y1x7Gy,1,35248647,韩国游戏角色手办实体化，确实很可爱就是有点小贵！TES 爱丽丝  IA 鬼刀 LX 炎帝《GK新品速报》,DOLL道哥,2023-07-31 11:08:37,117,14177,162,23,161,20,14,231,"鬼刀,雕像,手办开箱,手办,手办模玩,GK雕像,手办模玩怎么玩？,手办分享,速报,动画嘉年华·2023夏梦群响",模玩·周边,https://www.bilibili.com/video/BV1mm4y1x7Gy,1,False
116639735679177,BV1ezVP6gErm,1,14313049,【Minecraft我的世界服务端】小游戏端ia加持 原创内容 下载即开 适合当子服 1.21.4新版本即将发布 v2.0,叁万_,2026-05-26 15:44:29,64,209,0,2,6,4,3,12,"像素风,沙盒游戏,我的世界",单机游戏,https://www.bilibili.com/video/BV1ezVP6gErm,3,False
116623830680749,BV1iUGB6TE6G,1,501138141,【Stellar_ia】第一次分享求三连！,Stellar_ia,2026-05-23 20:17:11,214,131,0,0,0,0,1,5,"配音,搞笑",日常,https://www.bilibili.com/video/BV1iUGB6TE6G,3,False
116623126038237,BV1RNGi6ZERY,1,389725114,IA - 神秘黑末日大战X-电视,Betrayer2131,2026-05-23 17:25:26,404,465,0,8,1,1,1,10,"Roblox,TBB,IA",音游,https://www.bilibili.com/video/BV1RNGi6ZERY,2,False
116498370664605,BV1bkRTBuEqp,1,1854046288,[IA] 傻逼乐高小人被僵尸暴打,utedhiid,2026-05-01 16:31:58,69,3199,0,31,64,8,11,133,"物品庇护所,Roblox,IA",单机游戏,https://www.bilibili.com/video/BV1bkRTBuEqp,3,False
116483606713658,BV1mW9CBPEwB,1,480525171,w҉̨̩͔̣̉̍͠hó̷̖̕͢’ş̵̲͋͡ y҉̨̳҇̾o̸̱҇͊̆͐͜ur̵̞͔̬͋̔͢͞ b̷̨͔̯̆̓͛͝ia҉̡͕҇̒s̴͔͉͇̈͂͢͞ ?,24slll,2026-04-29 11:20:00,23,85,0,1,1,2,0,14,"ILLIT,kpop,女团,恐怖,微恐,怪诞,鬼,猎奇",影视剪辑,https://www.bilibili.com/video/BV1mW9CBPEwB,1,False
116384419808387,BV1gRQMBuErr,1,499503422,[roblox/IA/生日作品] 第一乐章 &quot;沉默乐团&quot;,烤肉丝崩,2026-04-11 13:35:39,418,605,0,3,1,0,0,12,"物品庇护所,da capo,脑叶,Roblox,IA,生日",网络游戏,https://www.bilibili.com/video/BV1gRQMBuErr,1,False
116352174004305,BV1eUSDBxE6s,1,1924212581,当你成为ia的女儿……,写下黑色玫瑰,2026-04-05 20:49:44,13,1683,2,16,45,10,14,156,"IA,枪花,剪辑,摇滚,iz za x l,爸爸妈妈",篮球,https://www.bilibili.com/video/BV1eUSDBxE6s,1,False
