aid,bvid,page,mid,title,author,publish_date,duration_sec,play_count,danmaku_count,comment_count,favorite_count,coin_count,share_count,like_count,tags,category,url,copyright,play_estimated
941882209,BV1JW4y1Y7rm,1,1339260707,【转载】vflower new design (talkloid) (shitpost),远宇V,2022/8/12 20:19,38,38307,74,87,1707,77,688,2268,"虚拟歌手,镜音RIN,Piko,IA,镜音LEN,VOCALOID",VOCALOID·UTAU,https://www.bilibili.com/video/BV1JW4y1Y7rm,2,False
115178742023786,BV1JRHSzLEuJ,1,808024,「阳炎Project」发生了什么？Vocaloid最大多媒体企划的历史【AI中字】,苍旻白轮,2025/9/10 15:13,1828,33805,55,166,2674,185,282,1728,"カゲロウデイズの日,阳炎project,VOCALOID,kagerouproject,IA,初音ミク",VOCALOID·UTAU,https://www.bilibili.com/video/BV1JRHSzLEuJ,2,False
11771299,BV15x411r7jj,1,7696735,【速览·科普】五分钟带你盘点已出道的世界V家全体歌手（2004~2016）,家藏万卷book,2017/7/1 4:07,320,30255,2955,330,1604,63,117,362,"洛天依,VOCALOID,世界V家,镜音,初音,kaito,GUMI,IA,巡音LUKA,MEIKO",VOCALOID·UTAU,https://www.bilibili.com/video/BV15x411r7jj,2,False
794360,BV1ss411o7xc,1,463813,【IA】界外科学【左右对称】,阿晒,2013/10/13 8:42,216,29740,2099,96,766,61,152,192,"目瞎都市的演绎者,アウターサイエンス,造福社会,全程高能,左右对称,无法直视,丧心病狂,爱得深沉,VOCALOID",VOCALOID·UTAU,https://www.bilibili.com/video/BV1ss411o7xc,2,False
112930142028883,BV1QmYYeRE9j,1,259138776,【术力口P主推荐—— OrangeStar（蜜柑星） 篇】,爰翕,2024/8/9 12:21,272,28831,79,76,644,133,62,1610,"初音ミク,VOCALOID,IA,orangestar,初音未来",VOCALOID·UTAU,https://www.bilibili.com/video/BV1QmYYeRE9j,1,False
568227061,BV1Jv4y187Bs,1,570208,【V家手书】《孤独摇滚》ED「Distortion!!」,奶油味儿的蘑菇w,2023/3/9 18:00,91,23743,60,90,1553,883,200,2624,"ED,初音ミク,动画,孤独摇滚,手书,GUMI,鏡音リン,初音未来39感谢日,VOCALOID,虚拟之声创作计划·2023第一期,IA",VOCALOID·UTAU,https://www.bilibili.com/video/BV1Jv4y187Bs,1,False
112961297321614,BV1DEepeZE7o,1,9833043,【P主人物志】在每一个8月15日的午后，他在阳炎散去的天空下眺望繁星【じん与阳炎Project（下）】,剑鱼818,2024/8/15 12:30,2095,24143,297,157,1205,876,146,1708,"阳炎Project,目隐都市的演绎者,阳炎眩乱,じん,目隐重载,IA,初音未来,阳炎计划,阳炎",VOCALOID·UTAU,https://www.bilibili.com/video/BV1DEepeZE7o,1,False
740345147,BV1Tk4y1J7M1,1,350907486,原来这些四月新番的op·ed都是术力口p主写的？【盘点·科普·推歌】（下半）,腐坏Mont-Blanc,2023/4/22 16:55,1319,20506,450,63,625,211,77,989,"GUMI,IA,虚拟之声创作计划·2023第一期,GARNiDELiA,chinozo,虚拟歌手分享官,四月新番,vflower,ryo,初音未来,赤坂明",VOCALOID·UTAU,https://www.bilibili.com/video/BV1Tk4y1J7M1,1,False
317382568,BV1xP411s7yD,1,87692148,【中国组】2023Orangestar生贺企划/橙星组曲大串烧【蜜柑星诞生祭】,糯米のミ,2023/8/19 23:00,365,19588,86,264,1206,1299,357,2191,"Orangestar,Synthesizer V,翻唱,2023Orangestar生贺,歌曲串烧,外语翻唱,2023虚拟歌手创作赛,IA,VOCALOID,日语翻唱",VOCALOID·UTAU,https://www.bilibili.com/video/BV1xP411s7yD,1,False
428653716,BV1CG411n7eV,1,453526370,《哼 着 哼 着 就 串 了》,Misaka_Zs,2022/7/21 8:00,247,18119,41,47,450,42,33,1437,"COVER,吉他,IA,初音未来,再见宣言,怪力熊,flower,镜音铃,六兆年と一夜物語,VOCALOID,洗脑循环",VOCALOID·UTAU,https://www.bilibili.com/video/BV1CG411n7eV,1,False
714600619,BV1XX4y1V7od,1,38085892,【声音样本试听】3月12日发售 「CeVIO AI TALK -ARIA ON THE PLANETES-」 IA ver.,IA小天使OFFICIAL,2021/3/12 12:00,87,17099,65,161,846,460,293,1750,"打卡挑战,虚拟主播,开口脆,声音样本,CeVIO,Vtuber,种草大作战,IA,试听",VOCALOID·UTAU,https://www.bilibili.com/video/BV1XX4y1V7od,1,False
685990831,BV14U4y1B7zs,1,2063699579,【术曲推荐】个人向泛术曲推荐 第三期（抒情曲向）,账号已注销,2022/7/16 14:55,248,16809,7,50,1086,212,30,1095,"抒情曲,VOCALOID,虚拟歌手,IA,初音未来,MIKU,V家,术曲推荐,听歌",VOCALOID·UTAU,https://www.bilibili.com/video/BV14U4y1B7zs,1,False
790733071,BV1eC4y1U7hG,1,83970015,下着雨的心能否用一首歌来成为你的伞？Guiano篇【P主音乐电台11】,阿玖Kimito,2023/11/10 18:00,1072,15583,123,64,463,312,68,854,"虚拟歌手分享官,术力口,虚拟歌手,可不,IA,VOCALOID,V flower,初音未来,Guiano,初音ミク",VOCALOID·UTAU,https://www.bilibili.com/video/BV1eC4y1U7hG,1,False
49693987,BV12b41157xg,1,4235377,世界首张采用AI歌声合成作为主唱的CD「Sing truly」发行，歌曲「いつかかならず」试听,未来de残像,2019/4/18 14:29,101,15020,44,187,777,129,224,624,"IA,CeVIO,佐藤莎莎拉",VOCALOID·UTAU,https://www.bilibili.com/video/BV12b41157xg,2,False
412429,BV16x411F7vp,1,166891,【神曲】VOCALOID传说入BEST100【2012年度版】,CHS.,2012/12/10 15:03,3970,12645,4474,37,332,17,15,22,"镜音LEN,镜音レン,VOCALOID,初音MIKU,GUMI,IA_-ARIA_ON_THE_PLANETES-,镜音RIN,KAITO,巡音LUKA",VOCALOID·UTAU,https://www.bilibili.com/video/BV16x411F7vp,2,False
37038078,BV1Pt411X7he,1,1564451,週刊VOCALOID·UTAU Ranking#582・524,CairZ,2018/11/30 0:42,1637,11041,1196,147,349,53,62,227,"VOCALOID,UTAU,結月ゆかり,週刊UTAU Ranking,ia,GUMI,sippotan,初音ミク",VOCALOID·UTAU,https://www.bilibili.com/video/BV1Pt411X7he,2,False
537582003,BV1Ri4y1a7sb,1,1137738835,爽快感、透明感、中毒性MAX的VOCALOID名曲【20首】,洛天依上单,2024/1/5 10:30,4626,10417,35,60,1094,79,58,691,"IA,VOCALOID,初音未来,虚拟歌手",VOCALOID·UTAU,https://www.bilibili.com/video/BV1Ri4y1a7sb,2,False
116438325009048,BV1ZvdkB9EQU,1,205919268,【⚠️难绷警告⚠️】VOCALOID6 AI声库原生日语靶场测试：初音未来的消失（快速念白部分）【部分声库】,霧雨ResonantPsyche,2026/4/21 2:00,339,10058,49,48,207,23,67,327,"结月缘,IA,初音未来的消失,V6声库测试,GUMI,日语测试靶场,VOCALOID6 AI,VOCALOID,初音ミク,暴走p",VOCALOID·UTAU,https://www.bilibili.com/video/BV1ZvdkB9EQU,1,False
4926617,BV17s411q7Aj,1,22084822,【现场版】  V家总动员  圣枪爆裂男孩 【Vmoe字幕组】,青羽yuyuyu,2016/6/10 15:01,83,9944,124,19,304,13,33,78,"KAITO,镜音RIN,镜音LEN,原创曲,初音MIKU,VOCALOID,巡音LUKA,IA",VOCALOID·UTAU,https://www.bilibili.com/video/BV17s411q7Aj,2,False
429347693,BV1hG41187rz,1,1524770559,（4K画质）阳炎PROJECT 阳炎眩乱（阳炎Daze/蜉蝣Days）,星野爱-Channel,2022/8/10 15:21,233,8679,3,38,364,135,87,649,"日语MV,IA,阳炎PROJECT,じん(自然の敵P),VOCALOID,カゲロウプロジェクト,目隐都市的演绎者,初音未来,初音ミク,虚拟主播",VOCALOID·UTAU,https://www.bilibili.com/video/BV1hG41187rz,2,False
60445270,BV1Ct41177cJ,1,38085892,【试着跳了…？】おねがいダーリン｜ONE (song by ナナホシ管弦楽団)【4K高清】,IA小天使OFFICIAL,2019/7/23 19:55,211,8332,105,160,479,669,75,927,"ナナホシ管弦楽団,拜託了达令,ONE,OИE,恩奈,CeVIO,おねがいダーリン,IA小天使OFFICIAL",VOCALOID·UTAU,https://www.bilibili.com/video/BV1Ct41177cJ,1,False
114392578394126,BV16hL3zREse,1,1765720810,【小初音工作室】アスノヨゾラ哨戒班（明日的夜空哨戒班）,诗作赋天,2025/4/24 18:57,180,6692,3,47,441,130,64,1074,"小初音工作室,VOCALOID,V家,二次元,术力口,ia,orangestar",VOCALOID·UTAU,https://www.bilibili.com/video/BV16hL3zREse,1,False
201920062,BV1ch411R7m2,1,38085892,【IA OFFICIAL】在家动手作! 猕猴桃健康饮品篇 ｜IA&amp;ONE的推荐,IA小天使OFFICIAL,2020/8/31 19:45,179,6717,67,109,252,645,56,1282,"IA,伊爱,ONE,教学,IA OFFICIAL,イア",VOCALOID·UTAU,https://www.bilibili.com/video/BV1ch411R7m2,1,False
1850496429,BV1pp421R7Fp,1,498658337,我喜欢的p主们天天在我脑子里打架😔,洛水Mizu,2024/2/7 23:44,97,5259,25,23,157,7,5,1034,"syudou,必剪创作,ヒズミ零,MARETU,VOCALOID,GUMI,かいりきベア,p主,初音未来,IA",VOCALOID·UTAU,https://www.bilibili.com/video/BV1pp421R7Fp,1,False
115122924165775,BV1RFaGzXETE,1,1375579,虚拟歌姬 IA 2025 中国巡演官方纪录片释出！,零崎魍織,2025/8/31 18:38,856,4647,4,37,201,28,62,318,"纪录片,VOCALOID,IA",VOCALOID·UTAU,https://www.bilibili.com/video/BV1RFaGzXETE,2,False
116549524462520,BV1NY5E6eEd3,1,1324090254,好消息调出来了喜欢的音色,咽喉消炎丸,2026/5/10 17:20,12,735,0,17,15,2,0,90,"voisona,CevioAI,伊爱,翻调,IA",VOCALOID·UTAU,https://www.bilibili.com/video/BV1NY5E6eEd3,3,False
115880197425634,BV1c4rbBXEwu,1,3546617665816821,仿一下我头像的图,奶国大帝,2026/1/12 12:22,32,2158,0,56,109,80,12,535,"vocaloid,IA",VOCALOID·UTAU,https://www.bilibili.com/video/BV1c4rbBXEwu,1,False
115728816538971,BV1x1q8B9Eew,1,7612227,【短的小剧场】听说我们俩声音很像？,鋼鉄ノ鳥,2025/12/16 18:43,482,2552,3,17,111,35,7,293,"千本樱,mmd,IA,CeVIO,OИE",VOCALOID·UTAU,https://www.bilibili.com/video/BV1x1q8B9Eew,1,False
115541046003284,BV1wXCWB7ESU,1,7612227,姐姐你玩摇滚，你玩它有啥用啊！,鋼鉄ノ鳥,2025/11/13 14:49,133,766,1,5,23,16,11,79,"二手玫瑰,IA,仙儿",VOCALOID·UTAU,https://www.bilibili.com/video/BV1wXCWB7ESU,1,False
20458413,BV1sW411W7fq,1,19525377,[pr~pr~版]这是谁家的12个老婆,Genecc,2018-03-07 01:23:25,1083,927974,6087,1090,42301,12903,4122,13261,"巡音,乐正绫,星尘,弱音,东方栀子,gumi,镜音,初音,IA,重音",MMD·3D,https://www.bilibili.com/video/BV1sW411W7fq,1,False
1802203911,BV1ft421G7Cq,1,1927123534,⚠️真不能外放⚠️完美的娇喘是我的信念感,大沼凛音Rinne,2024-03-25 16:15:33,199,166617,235,224,7186,1898,855,8753,"虚拟主播,IA,虚拟最强音,VOCALOID,镜音铃,GUMI,初音未来,巡音ルカ,虚拟最强音·2024第二期,虚拟UP主,梅とら",翻唱,https://www.bilibili.com/video/BV1ft421G7Cq,1,False
531188971,BV1Hu411V7CY,1,432472992,面对削除魔王，IA给出的打法是…,Neroti冰氮,2023-07-22 13:58:51,159,164225,265,353,1494,563,229,15443,"Cosplay,小视频,Phigros,萌新,音游,深圳国际电玩节,IA",日常,https://www.bilibili.com/video/BV1Hu411V7CY,1,False
557322027,BV12e4y1o7Lm,1,1366860486,术力囗之米库创死连困,Lostalgie,2022-08-23 12:58:07,53,79159,103,105,6250,532,1235,20868,"IA,B站小剧场,术力口,好耶:D,vflower,鸣花尊,初音ミク,镜音连,镜音铃",搞笑,https://www.bilibili.com/video/BV12e4y1o7Lm,1,False
116587960993349,BV15HLJ69ERn,1,5830646,【原创编舞】奇迹犬大游行【wani×十柚×甜锈】,锈蚀注射器,2026-05-17 19:00:00,161,46502,110,173,1150,732,289,1889,"Wonderdogs'Parade,ワンダードッグパレード,原创编舞,IA,用宅舞记录这个春天,宅舞,初音ミク,wani,夏山よつぎ,わに",宅舞,https://www.bilibili.com/video/BV15HLJ69ERn,1,False
115435013935740,BV1aYsfzwEk7,1,352199363,【VOICEROID剧场】脑袋坏掉的合成音声们,幻想鸽子罐头,2025-10-26 10:30:00,123,45987,44,65,4814,327,39,4380,"日语,重音テト,足立レイ,東北イタコ,VOICEROID,IA,剧场,東北ずん子,结月缘",同人·手书,https://www.bilibili.com/video/BV1aYsfzwEk7,1,False
114361859313628,BV1KM5HztEUD,1,206121409,如果《奇迹犬大游行》的背景音乐是《杀掉她啦》会怎样?,国服第一熊,2025-04-19 08:52:37,192,33117,31,19,2073,50,25,1094,"ia,ころしちゃった!,初音未来,术力口,夏山よつぎ,剪辑,ワンダードッグパレード,音乐",影视剪辑,https://www.bilibili.com/video/BV1KM5HztEUD,2,False
95870625,BV1aE41157zQ,1,28819,【授权汉化】被切蒲英灌下奇怪的药变成了她的弟弟 6 被绁星灯保护预定进入HAPPY END线【VOICEROID剧场】,月夜喵,2020-03-13 22:02:10,1133,28548,702,128,743,225,23,1302,"东北俊子,VOICEROID剧场,IA,琴叶茜,佐藤莎莎拉,VOICEROID,铃木梓梓弥,结月缘,琴叶葵,绁星灯",同人·手书,https://www.bilibili.com/video/BV1aE41157zQ,2,False
3366640,BV1Fs411o7Py,1,7551789,【圣天使IA与堕天使IA】光明与黑暗你选择那一边？,CR暗羽,2015-12-11 17:53:56,191,24371,173,89,2017,134,74,119,"舞蹈MMD,IA",MMD·3D,https://www.bilibili.com/video/BV1Fs411o7Py,1,False
468560521,BV12541117qp,1,384579727,于是结月缘与IA同居了【VOICEROID &amp; CeVIO AI剧场】,シロクマくん東北曰能,2022-04-26 16:45:09,152,17160,36,83,889,277,103,1339,"CeVIO,yukaia,兔羽,结月缘,VOICEROID,IA,ゆかいあ",同人·手书,https://www.bilibili.com/video/BV12541117qp,1,False
814495159,BV1AG4y1a7aw,1,359442514,【VOCALOID】听开头猜术曲!(第二期),久枝要吃饭,2022-08-14 17:20:12,652,13790,421,78,429,101,17,869,"初音未来,VOCALOID,GUMI,虚拟歌手,镜音双子,MIKU,猜歌,ピノキオピー,DECO*27,IA",音乐综合,https://www.bilibili.com/video/BV1AG4y1a7aw,1,False
116669666040331,BV18LVQ6cEs9,1,32903270,IA 花与色彩,白花桜草,2026-05-31 22:30:47,35,375,0,5,15,28,3,88,"灵魂COS大赏,IA,虚拟歌姬,VOCALOID",仿妆cos,https://www.bilibili.com/video/BV18LVQ6cEs9,1,False
116618025829628,BV1S2G86iEB8,1,11014223,【绘画过程】 IA,单燕子扇,2026-05-22 19:43:55,271,169,0,6,14,17,0,60,"IA,绘画过程,画师热点情报站,必剪创作,VOCALIOID",日常,https://www.bilibili.com/video/BV1S2G86iEB8,1,False
116349808415936,BV1HoD5BMEfV,1,549835163,「橙星」ORANGESTAR是谁？？？,STAWOLF13,2026-04-05 10:53:20,832,3534,12,69,183,43,16,385,"夏背,春夏秋冬代行者,Orangestar,EDM,めありー,音乐推荐,IA,初音未来,4月新番,VOCALOID",MAD·AMV,https://www.bilibili.com/video/BV1HoD5BMEfV,1,False
116317629783303,BV1rMXeB8Etd,1,242636198,IA x 结月缘 | 月与绘画魔法——,松江CC,2026-03-30 18:23:19,220,311,0,6,10,17,1,62,"画师热点情报站,IA小天使OFFICIAL,結月ゆかり,结月缘,术力口,兔羽,IA,虚拟歌姬,绘画过程,VOCALOID",绘画,https://www.bilibili.com/video/BV1rMXeB8Etd,1,False
59588451,BV12t411g7pr,1,437530,【PDFT】【IA】ゴーストルール【DIVELA Remix】,BlueEvenfall,2019/7/17 20:39,208,6294,5,64,384,37,14,230,"ゴーストルール,DECO,SEGA,IA,初音MIKU,歌姬计划,PS4,幽灵法则,Ghost Rule,VOCALOID",VOCALOID·UTAU,https://www.bilibili.com/video/BV12t411g7pr,2,False
