aid,bvid,page,mid,title,author,publish_date,duration_sec,play_count,danmaku_count,comment_count,favorite_count,coin_count,share_count,like_count,tags,category,url,copyright,play_estimated
50343068,BV14441187Yo,1,391706675,6th sense / たべっこ feat.IA (Music Video),your_cage,2019/4/24 17:43,207,230470,340,675,15743,8715,599,14356,"VOCAROCK,日本,IA,たべっこ,はなけん,しとお,音乐",VOCALOID·UTAU,https://www.bilibili.com/video/BV14441187Yo,1,False
266370,BV1Tx411F7Aa,6,207218,sm16719480 鳥の詩(Ver.IA) full 【神無月Ｐ】,唯爱阿萌,2012/5/13 17:46,6610,6557,9199,230,7388,453,197,753,"VOCALOID,150P,VOCALOID殿堂入り,じん,WORLD CALLING,JIN,IA",VOCALOID·UTAU,https://www.bilibili.com/video/BV1Tx411F7Aa,2,True
266370,BV1Tx411F7Aa,17,207218,sm17536640 【IA+miki】君はいなせなガール（你是一个勇敢的女孩）【石風呂】,唯爱阿萌,2012/5/13 17:46,6610,6557,9199,230,7388,453,197,753,"VOCALOID,150P,VOCALOID殿堂入り,じん,WORLD CALLING,JIN,IA",VOCALOID·UTAU,https://www.bilibili.com/video/BV1Tx411F7Aa,2,True
2456524,BV1zs411U77V,1,16758,【Miku&amp;IA国人民族调原创曲】传颂之章【花之祭P】❀,花之祭P,2015/6/19 14:32,272,160559,1921,0,7491,3095,997,1312,"MIKU DARK,VOCALOID民族调曲,原创曲,咏吟轩,花之祭P,零届0RZ,美哭,初音MIKU,IA,杏花包儿",VOCALOID·UTAU,https://www.bilibili.com/video/BV1zs411U77V,1,False
269841,BV1Kx411F7Jn,1,207218,【MV】自然之敌P「空想森林」,唯爱阿萌,2012/5/19 18:46,255,138367,1354,203,4972,524,1539,1997,"VOCALOID,治愈,IA,じん（自然の敌Ｐ）,空想フォレスト,后白,SETO:AV1094134,目隐都市的演绎者,治愈向",VOCALOID·UTAU,https://www.bilibili.com/video/BV1Kx411F7Jn,2,False
2575010,BV1Ls411S7Y8,1,885588,【IA原創】箱中少女【VelecTi】,VelecTi,2015/7/15 8:17,302,121335,1727,371,5814,695,132,280,"VOCALOID,VELECTI,IA",VOCALOID·UTAU,https://www.bilibili.com/video/BV1Ls411S7Y8,1,False
2376984,BV1Ls411U7HV,1,94803,【ルカミクグミIAリン】四面楚歌【梅とら】,等待呢歌,2015/5/29 19:12,204,107419,329,264,3842,352,380,1285,"GUMI,IA,梅とら,四字熟语系列,四面楚歌,再编曲,LUKA,初音MIKU,镜音RIN,VOCALOID",VOCALOID·UTAU,https://www.bilibili.com/video/BV1Ls411U7HV,2,False
242153,BV16x411w76F,1,215715,【IA】日本橋高架下R計画 【动画MV】,Lynn_Campbell_,2012/4/4 19:38,81,83039,342,257,7544,1293,854,2453,"VOCALOID3,自然の敌P,日本桥高架下R计画,日本桥Rプロ,SM17456703,VOCALOID,じん,IA",VOCALOID·UTAU,https://www.bilibili.com/video/BV16x411w76F,2,False
21118516,BV16W411g7YX,1677,535734,【IA】ニセモノ注意報【終焉ノ栞プロジェクト】_sm18060733,neneneneneneneko,2018/4/6 20:00,1013092,18,559,805,6374,1071,484,2730,"MAYU,MEIKO,巡音ルカ,結月ゆかり,VOCALOID殿堂入り,初音ミク,鏡音リン,IA,GUMI",VOCALOID·UTAU,https://www.bilibili.com/video/BV16W411g7YX,2,True
21118516,BV16W411g7YX,1819,535734,魔法電車とキライちゃん／歌、IAとmiki_sm19098494,neneneneneneneko,2018/4/6 20:00,1013092,18,559,805,6374,1071,484,2730,"MAYU,MEIKO,巡音ルカ,結月ゆかり,VOCALOID殿堂入り,初音ミク,鏡音リン,IA,GUMI",VOCALOID·UTAU,https://www.bilibili.com/video/BV16W411g7YX,2,True
21118516,BV16W411g7YX,1935,535734,【綿飴_feat.IA】 星屑ノ桃源郷 【オリジナルPV】_sm19911849,neneneneneneneko,2018/4/6 20:00,1013092,18,559,805,6374,1071,484,2730,"MAYU,MEIKO,巡音ルカ,結月ゆかり,VOCALOID殿堂入り,初音ミク,鏡音リン,IA,GUMI",VOCALOID·UTAU,https://www.bilibili.com/video/BV16W411g7YX,2,True
21118516,BV16W411g7YX,2014,535734,【GUMI+IA】　不毛！　【PTL0★】_sm20433229,neneneneneneneko,2018/4/6 20:00,1013092,18,559,805,6374,1071,484,2730,"MAYU,MEIKO,巡音ルカ,結月ゆかり,VOCALOID殿堂入り,初音ミク,鏡音リン,IA,GUMI",VOCALOID·UTAU,https://www.bilibili.com/video/BV16W411g7YX,2,True
21118516,BV16W411g7YX,2453,535734,【IA ROCKS+IA】 死神のギター 【PTL0★】_sm23857726,neneneneneneneko,2018/4/6 20:00,1013092,18,559,805,6374,1071,484,2730,"MAYU,MEIKO,巡音ルカ,結月ゆかり,VOCALOID殿堂入り,初音ミク,鏡音リン,IA,GUMI",VOCALOID·UTAU,https://www.bilibili.com/video/BV16W411g7YX,2,True
21118516,BV16W411g7YX,2525,535734,【IA】雨き声残響【オリジナル】_sm24626484,neneneneneneneko,2018/4/6 20:00,1013092,18,559,805,6374,1071,484,2730,"MAYU,MEIKO,巡音ルカ,結月ゆかり,VOCALOID殿堂入り,初音ミク,鏡音リン,IA,GUMI",VOCALOID·UTAU,https://www.bilibili.com/video/BV16W411g7YX,2,True
739408,BV1zs411f79A,1,215276,【国人IA原创】Liberator【专辑Dual Sight MMD宣传PV】,Vanguard-Sound,2013/8/30 10:46,177,74992,1840,291,3321,1222,141,274,"VANGUARD SOUND,DUAL SIGHT,IA_-ARIA_ON_THE_PLANETES-,VOCALOID",VOCALOID·UTAU,https://www.bilibili.com/video/BV1zs411f79A,1,False
718659587,BV1rQ4y1D7fz,1,470087481,DAYBREAK FRONTLINE(黎明前线) 2022.10.21字幕重置 2022.12.24二次重置画质修复,BEI___,2021/10/21 16:34,220,49569,46,151,2358,399,329,2525,"蜜柑星P,Orangestar,伊爱,IA,虚拟歌手,VOCALOID",VOCALOID·UTAU,https://www.bilibili.com/video/BV1rQ4y1D7fz,2,False
224996150,BV1Db411Q7K8,12,3493142370191543,【IA×初音ミク】空奏列車,稲葉曇-NKNK专属墙,2023/2/25 1:13,6868,1432,418,101,2352,304,220,1363,"IA,初音ミク,Orangestar",VOCALOID·UTAU,https://www.bilibili.com/video/BV1Db411Q7K8,2,True
224996150,BV1Db411Q7K8,25,3493142370191543,MV『快晴』Orangestar feat.IA,稲葉曇-NKNK专属墙,2023/2/25 1:13,6868,1432,418,101,2352,304,220,1363,"IA,初音ミク,Orangestar",VOCALOID·UTAU,https://www.bilibili.com/video/BV1Db411Q7K8,2,True
423640970,BV1K3411E7Ho,1,1804095764,群青列車 / feat.初音ミク ＆ IA,torus-music,2022/2/1 7:56,203,36620,82,256,2948,1552,448,2961,"MIKU,MV,初音MIKU,歌曲,初音,自制,VOCALOIDCHINA",VOCALOID·UTAU,https://www.bilibili.com/video/BV1K3411E7Ho,1,False
227661,BV1sx411w7tZ,1,26276,【 IA 】 現実的論理主義者,還有人在用這個啊,2012/3/9 7:13,269,34558,548,168,1912,236,234,561,"KOYUBI,IA,毒性强,高二病,中毒,ゴボウメン,VOCALOID,IA -ARIA ON THE PLANETES-",VOCALOID·UTAU,https://www.bilibili.com/video/BV1sx411w7tZ,2,False
59309716,BV1Qt41137vy,1,38085892,【PV】日本桥高架下R计画｜IA (song by じん)　【IA首部全动画作品！】,IA小天使OFFICIAL,2019/7/15 20:20,91,31622,86,187,3099,2301,574,2795,"日本橋高架下R計画,IA,イア,伊爱,IA小天使OFFICIAL,自然の敵P,Vocaloid,jin,じん,V家,IA小天使",VOCALOID·UTAU,https://www.bilibili.com/video/BV1Qt41137vy,1,False
764112950,BV1Nr4y1y7zN,1,488817090,【CeVIO AI IA】鳥の詩【中の人再現】,百合咲奈奈,2021/11/9 3:47,369,32430,9,127,1478,227,616,1178,"まいこ,IA,CeVIO AI,AIR,KEY",VOCALOID·UTAU,https://www.bilibili.com/video/BV1Nr4y1y7zN,2,False
697919401,BV1Cm4y1y73n,1,1375579,【IA GLOWB】INTERGALACTIA【KIRA】,零崎魍織,2023/4/26 21:03,195,26337,3,23,888,54,132,645,"IA GLOWB,IA,KIRA,VOCALOID",VOCALOID·UTAU,https://www.bilibili.com/video/BV1Cm4y1y73n,2,False
1230043,BV1Yx411T7Zr,1,2320882,【洛天依×言和×IA】,fgtgta,2014/6/25 23:42,396,12169,425,51,728,75,55,231,"IA小天使,中文版,洛天依,中文曲,鸟之诗,洛神,VOCALOID中文曲,言和",VOCALOID·UTAU,https://www.bilibili.com/video/BV1Yx411T7Zr,2,True
615477922,BV1Nh4y1u74f,1,1448284279,【IA &amp; flower】少女A,账号已注销,2023/7/2 11:17,243,20326,0,22,697,74,6,397,"IA,VOCALOID,少女A,flower,v flower",VOCALOID·UTAU,https://www.bilibili.com/video/BV1Nh4y1u74f,1,False
750066,BV1ys411f73o,1,215276,【中日合作IA原创】Desperate Parade【Original PV】,Vanguard-Sound,2013/9/7 10:14,97,10882,116,22,198,52,93,35,"阿脱,IA_-ARIA_ON_THE_PLANETES-,IA,REST OR STAY?,VOCALOID,VANGUARD SOUND",VOCALOID·UTAU,https://www.bilibili.com/video/BV1ys411f73o,1,False
402230609,BV1io4y1N7Ph,1,312300395,【CeVIO IA English】(K)NoW_NAME (ノウネイム) - Danse Dance,自由飞翔zz,2023/6/10 15:14,105,9980,0,0,6,4,1,17,"1st Place,虚拟之声创作计划·2023第二期,IA,CeVIO AI,虚拟歌手,VOCALOID,AI虚拟之声实验室",VOCALOID·UTAU,https://www.bilibili.com/video/BV1io4y1N7Ph,1,False
45054212,BV1ib411b7hT,1,4235377,【IA】　Conqueror　【ARIA Live Music Video】,未来de残像,2019/3/1 23:02,245,9330,13,70,584,141,89,434,"IA,VOCALOID",VOCALOID·UTAU,https://www.bilibili.com/video/BV1ib411b7hT,2,False
5042546,BV1As411v7mc,1,797614,【IA】被杀【ぐいあの】【自制字幕】,阿赫official,2016/6/21 10:59,296,7858,100,62,777,129,112,154,"IA,ぐいあの,杀されている",VOCALOID·UTAU,https://www.bilibili.com/video/BV1As411v7mc,2,False
592465561,BV1iq4y127j5,1,320129714,【N站弹幕】或许是2021年第四首vocaloid神话曲？《六兆年零一夜物语》,弟街すいせいofficial,2021/12/21 3:44,222,6762,2,90,87,7,33,356,"IA,N站弹幕,vocaloid,vocaloid神话曲",VOCALOID·UTAU,https://www.bilibili.com/video/BV1iq4y127j5,2,False
22503388,BV1RW41157h6,52,535734,IAオリジナル曲 『Bright Snow』_sm19738339,neneneneneneneko,2018/4/24 9:45,19016,100,3,19,349,23,21,93,"Lily,初音ミク,IA,MAYU,MYLIST复制系列,sele,vocaloid,GUMI,miki",VOCALOID·UTAU,https://www.bilibili.com/video/BV1RW41157h6,2,True
114392578394126,BV16hL3zREse,1,1765720810,【小初音工作室】アスノヨゾラ哨戒班（明日的夜空哨戒班）,诗作赋天,2025/4/24 18:57,180,6692,3,47,441,130,64,1074,"小初音工作室,VOCALOID,V家,二次元,术力口,ia,orangestar",VOCALOID·UTAU,https://www.bilibili.com/video/BV16hL3zREse,1,False
1996250,BV1xx411A7gD,1,457979,【IA】精神的我【石風呂】,酸素ちゃん,2015/2/13 20:15,222,6181,95,33,380,29,63,110,"VOCALOID,石风吕,老婆没了,谷歌翻译,サイコなわたし,机翻狂魔,神翻译",VOCALOID·UTAU,https://www.bilibili.com/video/BV1xx411A7gD,2,False
22540069,BV1KW411L7Yh,27,535734,あなたの残した陽だまり　_  feat. IA & Fukase_sm33257158,neneneneneneneko,2018/4/25 5:29,10625,132,3,24,539,69,71,179,"結月ゆかり,初音ミク,傘村トータ,Fukase,IA,紲星あかり,VY1,MYLIST复制系列",VOCALOID·UTAU,https://www.bilibili.com/video/BV1KW411L7Yh,2,True
2985046,BV1Ms4112798,1,7015770,【samfree】心声 【中文字幕】,七月酱w,2015/10/1 16:51,205,5148,48,46,291,72,35,67,"IA,遗作,VOCALOID,SAMFREE",VOCALOID·UTAU,https://www.bilibili.com/video/BV1Ms4112798,1,False
116666763577209,BV1qfVE6QERS,1,3706999787227936,嵐の海/凪feat.IA,ナギ-VOCALOID,2026/5/31 10:15,332,131,0,4,6,0,0,8,"IA,VOCALOID,ボカロ",VOCALOID·UTAU,https://www.bilibili.com/video/BV1qfVE6QERS,3,False
116646295373319,BV1SiG267EmZ,1,183675426,【Orangestar/IA】2017年刚学吉他不久时创作的ノクティルーカ的原型,青杉折扇,2026/5/27 19:27,106,1290,0,4,60,3,23,104,"ノクティルーカ,Orangestar,IA,吉他",VOCALOID·UTAU,https://www.bilibili.com/video/BV1SiG267EmZ,2,False
116556050796555,BV1Yd5t6zE1r,1,1375579,【IA :[R]】魔法、海岸線【こなつ】,零崎魍織,2026/5/11 20:57,134,102,0,0,23,1,3,19,"sm46293228,IA :[R],こなつ,IA,VOCALOID",VOCALOID·UTAU,https://www.bilibili.com/video/BV1Yd5t6zE1r,2,False
116544776503777,BV1aqRXBgEkq,24,609985004,24、[IA]BURNING(ver.D/D),六兆年的夜空哨戒班,2026/5/9 21:17,5906,26,2,15,61,18,2,39,"IA ROCKS,IA,梅とら,黑历史,初音未来,VOCALOID,梅虎P,Umedy,伊娅",VOCALOID·UTAU,https://www.bilibili.com/video/BV1aqRXBgEkq,3,True
116203393647112,BV1PjPZzaEke,1,609985004,原版IA第一首：耳机演绎者（Jin）,六兆年的夜空哨戒班,2026/3/10 14:14,1495,254,4,20,76,19,5,122,"IA,初音未来,UP主的旅行日记,Conqueror,黎明前线,阳炎曲,明日的夜空哨戒班,界内艺术,耳机演绎者,VOCALOID",VOCALOID·UTAU,https://www.bilibili.com/video/BV1PjPZzaEke,1,True
116203393647112,BV1PjPZzaEke,4,609985004,IA ROCKS再生最热：黎明前线（Orangestar）,六兆年的夜空哨戒班,2026/3/10 14:14,1495,254,4,20,76,19,5,122,"IA,初音未来,UP主的旅行日记,Conqueror,黎明前线,阳炎曲,明日的夜空哨戒班,界内艺术,耳机演绎者,VOCALOID",VOCALOID·UTAU,https://www.bilibili.com/video/BV1PjPZzaEke,1,True
116202538011548,BV1xvPfzME8D,1,8151904,【IA ROCKS】【ゲキヤク】【STARDUST】ME!ME!ME!【VOCALOID⧸UTAU⧸SV1カバー】,风湮Official,2026/3/10 10:37,337,101,0,2,9,0,0,16,"IA,星尘,VOCALOID,ゲキヤク",VOCALOID·UTAU,https://www.bilibili.com/video/BV1xvPfzME8D,2,False
116193444823433,BV1rANgzfEfS,1,299185042,【PIKO】Just Be Friends (feat IA)【补档】,water1_b0t,2026/3/8 20:04,305,154,0,7,13,1,1,14,"PLANTY-P,IA,JBF,PIKO,VOCALOID",VOCALOID·UTAU,https://www.bilibili.com/video/BV1rANgzfEfS,2,False
116072967572590,BV133ZsBNEu6,2,7612227,慟哭吸血鬼 YASUHIRO(康寛) IA ROCKS,鋼鉄ノ鳥,2026/2/15 13:28,1185,170,1,6,81,11,4,110,"IA,VOCALOID",VOCALOID·UTAU,https://www.bilibili.com/video/BV133ZsBNEu6,1,True
115712827857712,BV1RzmRBcEHV,1,3493093177297280,（Offvocal）DAYBREAK FRONTLINE（黎明前线）- OrangeStar&amp;IA,夜神の宇咲-Usaki,2025/12/13 22:58,215,525,3,1,22,6,2,28,"DAYBREAK FRONTLINE,Orangestar,pjsk,IA,VOCALOID,黎明前线",VOCALOID·UTAU,https://www.bilibili.com/video/BV1RzmRBcEHV,1,False
115605604667688,BV14NU1B4ED7,1,1375579,"【初音ミク, IA】空白列車【YΩAKE_P】",零崎魍織,2025/11/25 0:26,215,109,0,1,24,1,2,18,"無色透名祭3,空白列車,so45520513,IA,初音ミク,YΩAKE_P",VOCALOID·UTAU,https://www.bilibili.com/video/BV14NU1B4ED7,2,False
1606090259,BV1hm421G7aC,1,11096833,【夢ノ結唱 ROSE/CeVIO AI】輪符雨（feat.IA）,羽殇又在咕咕咕了,2024-07-16 20:11:44,207,1017,0,3,23,2,3,41,"夢ノ結唱,CeVIO,MyGO,IA,COVER,輪符雨,翻唱,MyGO!!!!!,BanG Dream！",VOCALOID·UTAU,https://www.bilibili.com/video/BV1hm421G7aC,1,False
116503655485861,BV1VhRjBBEYw,1,1792961650,【明日夜空哨戒班】在讲什么？【老曲新译#29】,不会特效の点缀星空,2026-05-02 14:55:09,177,16865,319,183,1030,802,123,1780,"术力口,orangestar,明日的夜空哨戒班,蜜柑星P,アスノヨゾラ哨戒班,イア,IA,翻译,解读,VOCALOID",翻唱,https://www.bilibili.com/video/BV1VhRjBBEYw,1,False
510899,BV1gx411c72p,1,118883,【IA·自然之敌P】死神record,甤,2013/3/22 19:18,178,26213,366,52,939,54,65,155,"自然之敌P,VOCALOID,感动,蜉蝣DAYS,目隐都市的演绎者,シニガミレコード,蓟,JIN,IA,催泪,じん,じん（自然の敌P）",VOCALOID·UTAU,https://www.bilibili.com/video/BV1gx411c72p,2,False
735454,BV1Us411f7pN,1,1945215,"【Ib】Rolling Girl【GUMI,KAITO,IA】",kyoakeve,2013/8/27 22:35,192,22423,464,37,1629,279,127,343,"VOCALOID,GUMI,IA,IB,结尾感人,ROLLING GIRL,泪腺崩坏,虐心,KAITO",VOCALOID·UTAU,https://www.bilibili.com/video/BV1Us411f7pN,2,False
6150070,BV1Cs41167Hy,1,797614,【IA】让我们看看这喜剧吧【じんx石風呂】,阿赫official,2016/9/4 9:57,284,22338,192,222,2125,207,261,534,"じん,仆らに喜剧を见せてくれ,IA,石风吕,VOCALOID",VOCALOID·UTAU,https://www.bilibili.com/video/BV1Cs41167Hy,2,False
42689658,BV16b411r7D3,1,12998717,【IA】曹操《短歌行》/汉文训读歌曲/古日语,杏林興知,2019/2/5 10:35,146,17532,3,41,212,103,58,290,"诗歌,VOCALOID,诗词,汉文训读,三国,汉文化,君临臣下,IA,文言文",VOCALOID·UTAU,https://www.bilibili.com/video/BV16b411r7D3,1,False
936715046,BV1fT4y1D73A,1,31596887,【IA】ノクティルーカ（夜光虫）【Orangestar】【音频版本】,羊小星,2022/2/20 18:48,241,12519,10,145,1014,160,270,1086,"IA,ノクティルーカ,Orangestar",VOCALOID·UTAU,https://www.bilibili.com/video/BV1fT4y1D73A,2,False
713581766,BV1ZX4y1N7vD,1,797614,だれかとぼくら／歌、mikiとIA【石風呂】,阿赫official,2021/1/7 20:42,153,4314,23,73,505,80,90,930,"miki,石風呂,IA,VOCALOID,だれかとぼくら",VOCALOID·UTAU,https://www.bilibili.com/video/BV1ZX4y1N7vD,2,True
466498,BV1Kx411c717,1,58426,【IA】America【Jin爹】,残星什么的就是残星,2013/2/8 23:26,268,8439,184,48,135,8,21,16,"じん（自然の敌P）,赤坂アカ,『WE_ARE_ALL_RIGHT!』,VOCALOID,高尾俊行,白神真志朗,JIN爹",VOCALOID·UTAU,https://www.bilibili.com/video/BV1Kx411c717,2,False
999858845,BV1Ux4y1f7vh,1,358284810,【Orangestar/整轨专辑】未完成エイトビーツ,イザンノ,2023/8/16 9:26,3489,7344,3,36,416,49,42,277,"未完成エイトビーツ,虚拟歌手,Orangestar,专辑,未完成Eight Beats,IA,蜜柑星,整轨,vocaloid,未完成8bits",VOCALOID·UTAU,https://www.bilibili.com/video/BV1Ux4y1f7vh,2,False
883631296,BV1rK4y147wo,1,4676168,孤独壇場 / flower・IA,精神安定剤,2020/6/30 19:15,666,3531,3,35,566,55,88,393,"孤独壇場,Yasumi,水槽",VOCALOID·UTAU,https://www.bilibili.com/video/BV1rK4y147wo,2,True
1038243,BV1hs411Z74b,1,301299,Konoha的世界形態_[中日字幕]【Vmoe字幕组】,ActDeco,2014/4/1 14:08,663,6496,120,11,179,30,26,29,"VOCALOID,VMOE,进度条傲娇,进度条,コノハの世界事情,目隐都市的演绎者,ACTDECO,IA",VOCALOID·UTAU,https://www.bilibili.com/video/BV1hs411Z74b,2,False
726098232,BV1DS4y1a7zy,1,160404060,VOCALOID推荐《八十八鍵の宇宙》【IA】【Orangestar】,吸尘器Fred_まき,2022/4/27 16:58,270,4718,1,54,253,63,25,303,"良曲,VOCALOID,八十八鍵の宇宙,术力口,虚拟歌手,IA,蜜柑星P,Orangestar,未完成P,SEASIDE SOLILOQUIES",VOCALOID·UTAU,https://www.bilibili.com/video/BV1DS4y1a7zy,1,False
116544776503777,BV1aqRXBgEkq,18,609985004,18、[IA]MAKES YOU A FIGHTER,六兆年的夜空哨戒班,2026/5/9 21:17,5906,26,2,15,61,18,2,39,"IA ROCKS,IA,梅とら,黑历史,初音未来,VOCALOID,梅虎P,Umedy,伊娅",VOCALOID·UTAU,https://www.bilibili.com/video/BV1aqRXBgEkq,3,True
116001395967433,BV1PhFTzLE9v,1,1223273602,【阳炎拜年祭单品翻唱】夜咄ディセイブ/夜谈欺骗【じん/IA】,KieruX,2026/2/15 20:15,199,1225,0,41,43,87,10,168,"术力口,日语翻唱,阳炎project,目隐都市的演绎者,じん,COVER,翻唱,VOCALOID",VOCALOID·UTAU,https://www.bilibili.com/video/BV1PhFTzLE9v,1,False
116069545021547,BV14vZJBVEeK,1,1375579,【IA】アステラプラニス【サマースチル】,零崎魍織,2026/2/14 22:53,155,194,0,1,8,1,2,19,"アステラプラニス,sm45947070,サマースチル,IA,VOCALOID",VOCALOID·UTAU,https://www.bilibili.com/video/BV14vZJBVEeK,3,False
14628218,BV1nx411x7Wi,1,437530,【音街ウナ・IA】Q&amp;A【蓮八】,BlueEvenfall,2017/9/20 12:34,216,208,0,5,11,3,1,3,"IA,Q&A,IA_-ARIA_ON_THE_PLAN,VOCAROCK,良曲,蓮八,音街ウナ,VOCALOID,オリジナル曲,2℃様",VOCALOID·UTAU,https://www.bilibili.com/video/BV1nx411x7Wi,2,False
