aid,bvid,page,mid,title,author,publish_date,duration_sec,play_count,danmaku_count,comment_count,favorite_count,coin_count,share_count,like_count,tags,category,url,copyright,play_estimated
255540664,BV1HY411E7X7,1,4044504,【诗岸&amp;闇音レンリ翻唱】祈愿之歌【Cover.洛天依&amp;IA】,Star丶Disaster,2022-04-08 22:43:07,226,134,0,4,4,0,2,12,"五维介质,翻唱,Synthesizer V,分享一首你最喜欢的歌,跟着UP主创作吧（第三期）,诗岸,闇音レンリ,花之祭P,SynthV",VOCALOID·UTAU,https://www.bilibili.com/video/BV1HY411E7X7,1,False
86039413,BV1D7411s76q,1,500802171,[日本人用“原调”唱歌] 明日夜空的巡逻班 [作者Mugitaro(麦太郎)] [IA-アスノヨゾラ哨戒班] 明天的夜空的巡逻班,Mugitaro_麦太郎,2020-02-02 19:00:20,188,264041,1816,1949,6750,13050,1614,24087,"外语翻唱,东京大学,日本人,日文翻唱,Mugitaro/麦太郎,アスノヨゾラ哨戒班,翻唱,明天夜空的巡邏,明日夜空的巡逻班",翻唱,https://www.bilibili.com/video/BV1D7411s76q,1,False
464301319,BV1dL411T7qn,1,14711513,贵州的相比哨戒班,扶栏kencorn,2021-11-21 23:22:39,178,100940,276,464,1982,2489,906,5403,"ORANGESTAR,アスノヨゾラ哨戒班,明日的夜空哨戒班,IA,贵州和广西相比,VOCALOID",人力VOCALOID,https://www.bilibili.com/video/BV1dL411T7qn,1,False
781883271,BV1724y1j72p,1,131282179,【电吉他】六兆年と一夜物語 _ kemu 附谱,汐风Sunshine,2023-04-02 08:55:00,216,47213,29,69,2332,265,449,1512,"ia,吉他,六兆年と一夜物語,kemu,电吉他,COVER,翻弹,VOCALOID",演奏,https://www.bilibili.com/video/BV1724y1j72p,2,False
113135277186010,BV1YFtTeNEV6,1,494688684,【Orangestar/橙星】39首神曲钢琴翻弹 钢琴组曲｜消除压力 疲劳 紧张感｜作业 睡眠 休闲用,蒼空の夕雲,2024-09-14 17:57:06,2258,31280,96,122,2111,695,328,1709,"橘子星,初音未来,橙星,Orangestar,术力口,蜜柑星,钢琴演奏,vocaloid,IA,アスノヨゾラ哨戒班",演奏,https://www.bilibili.com/video/BV1YFtTeNEV6,2,False
719822131,BV17Q4y1v7zs,1,15089815,【六兆年と一夜物語】早稲田大学管弦乐团,溺水的秋刀魚阿,2021-12-18 10:42:17,266,17889,17,80,480,87,177,1050,"六兆年零一夜物语,六兆年と一夜物語,管弦乐,IA,VOCALIOD,イア,音乐现场",音乐现场,https://www.bilibili.com/video/BV17Q4y1v7zs,2,False
977289885,BV1J44y1E78Z,1,66685747,【Piano Cover】IA - 六兆年と一夜物語｜高還原純鋼琴版｜高音質/附譜｜超難超好聽的日文歌曲,NicePianoSheets,2021-12-13 20:00:11,238,18003,3,31,641,241,100,633,"PIANO,钢琴演奏,乐谱,IA,COVER,六兆年と一夜物語,sheetmusic,六兆年",演奏,https://www.bilibili.com/video/BV1J44y1E78Z,1,False
116584102370111,BV136LG6bEA4,1,21158984,【电吉他】六兆年と一夜物語 kemu,Gaen1zuko,2026-05-16 19:51:42,215,336,0,5,15,25,0,41,"全能音乐挑战赛,BanG Dream!,IA,KEMU,ACG,音乐,电吉他,VOCALOID,六兆年と一夜物語",演奏,https://www.bilibili.com/video/BV136LG6bEA4,1,False
116560295496513,BV1Mm5M65EYC,1,1365082605,神秘初中生唱橙星【黎明前线】,-Asame-,2026-05-12 14:57:26,136,885,0,33,37,42,3,175,"DAYBREAK FRONTLINE（黎明前线）,Orangestar,IA,清唱,翻唱",翻唱,https://www.bilibili.com/video/BV1Mm5M65EYC,3,False
116476191246232,BV1ChorBaEKT,1,26268927,展示调声技术中！petals feat.IA,冬野霧中_Fuyuno,2026-04-27 18:42:22,24,319,0,16,5,11,0,31,小视频,日常,https://www.bilibili.com/video/BV1ChorBaEKT,1,False
116429064046366,BV1z7doBYEiL,1,6592736,✿ DAYBREAK FRONTLINE ／ Ria【Cover】,Blessing115,2026-04-19 10:43:30,219,478,0,0,35,1,1,30,"DAYBREAK FRONTLINE,日语翻唱,IA,歌ってみた,cover,Ria,Orangestar",翻唱,https://www.bilibili.com/video/BV1z7doBYEiL,2,False
116404032375454,BV1myQ3BkEUU,1,622793100,这绝对是全网最爽的《明日夜空哨戒班》街头混音演奏Ver,夜樱飞雪,2026-04-15 00:39:04,50,756,0,4,30,5,1,113,"街头表演,IA,演奏,公共钢琴,兴业太古汇,明日夜空哨戒班,Orangestar,钢琴改编",演奏,https://www.bilibili.com/video/BV1myQ3BkEUU,1,False
116567778007121,BV1jH5m6eESQ,1,390054759,【摇滚风】Orangestar - Henceforth (feat. IA) / ROCK AI COVER,Sumi_0v0,2026-05-13 22:41:12,235,1282,0,5,93,17,8,90,"Henceforth,日语翻唱,Orangestar,AI,COVER,听歌,女声,REMIX",翻唱,https://www.bilibili.com/video/BV1jH5m6eESQ,2,False
